"replicate","method","c1","c2","n_optima","empty_middle","BA_boot","BA_original","optimism"
219,"Youden",-1.4742268041,1.219072165,1,FALSE,0.761683277962348,0.683401008982404,0.0782822689799434
219,"Distance",-1.4742268041,1.219072165,1,FALSE,0.761683277962348,0.683401008982404,0.0782822689799434
220,"Youden",-0.6967353952,0.1323024055,2,FALSE,0.70609080841639,0.666961978589886,0.0391288298265042
220,"Distance",-1.4742268041,1.47895189,1,FALSE,0.690783807062877,0.675279931093885,0.0155038759689922
221,"Youden",-0.3316151203,2.5206185565,1,FALSE,0.711627906976744,0.671785406669128,0.0398425003076166
221,"Distance",-1.63101374575,2.5206185565,1,FALSE,0.706287683031869,0.66713424387843,0.0391534391534392
222,"Youden",-1.63101374575,0.6112542955,1,FALSE,0.751445797957426,0.692235757352036,0.0592100406053894
222,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.751445797957426,0.692235757352036,0.0592100406053894
223,"Youden",-0.69029209625,0.6112542955,2,FALSE,0.688027562446167,0.697231450719823,-0.0092038882736557
223,"Distance",-1.01030927835,0.6112542955,1,FALSE,0.674246339362618,0.690513104466593,-0.0162667651039744
224,"Youden",-1.0554123711,0.6112542955,1,FALSE,0.635855789344161,0.690513104466593,-0.0546573151224314
224,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.629826504245109,0.692235757352036,-0.0624092531069276
225,"Youden",-1.63101374575,1.216924399,1,FALSE,0.713719699766211,0.683745539559493,0.0299741602067184
225,"Distance",-1.63101374575,1.216924399,1,FALSE,0.713719699766211,0.683745539559493,0.0299741602067184
226,"Youden",-0.64518900345,2.3659793815,1,FALSE,0.774037160083672,0.66437799926172,0.109659160821952
226,"Distance",-1.63101374575,2.3659793815,1,FALSE,0.746474713916574,0.659382305893934,0.0870924080226406
227,"Youden",-1.3711340206,0.609106529,1,FALSE,0.706681432262828,0.683794758213363,0.0228866740494648
227,"Distance",-1.56872852235,0.609106529,1,FALSE,0.699618555432509,0.68448381936754,0.0151347360649686
228,"Youden",-1.63101374575,1.47895189,1,FALSE,0.722209917558755,0.675624461670973,0.0465854558877815
228,"Distance",-1.63101374575,2.5206185565,1,FALSE,0.713719699766211,0.66713424387843,0.0465854558877815
229,"Youden",-0.69029209625,0.858247423,2,FALSE,0.680275624461671,0.696862310815799,-0.0165866863541282
229,"Distance",-1.57731958765,0.858247423,1,FALSE,0.667527993109388,0.684114679463517,-0.0165866863541282
230,"Youden",-1.01030927835,0.6112542955,1,FALSE,0.711997046880768,0.690513104466593,0.021483942414175
230,"Distance",-1.220790378,0.806701031,1,FALSE,0.697502153316107,0.683081087732251,0.0144210655838563
231,"Youden",-0.07817869415,0.6112542955,2,FALSE,0.704663467454165,0.681038513596653,0.023624953857512
231,"Distance",-1.3711340206,0.6112542955,1,FALSE,0.701045896394734,0.683794758213363,0.0172511381813707
232,"Youden",-1.4656357388,0.609106529,1,FALSE,0.743718469299865,0.684139288790452,0.059579180509413
232,"Distance",-1.4656357388,2.058848797,1,FALSE,0.74224190968377,0.667158853205365,0.0750830564784053
233,"Youden",-1.4656357388,2.5206185565,1,FALSE,0.792715639227267,0.659037775316845,0.133677863910422
233,"Distance",-1.4656357388,2.5206185565,1,FALSE,0.792715639227267,0.659037775316845,0.133677863910422
234,"Youden",-0.69029209625,0.609106529,2,FALSE,0.721225544481358,0.697231450719823,0.0239940937615356
234,"Distance",-1.3711340206,0.806701031,1,FALSE,0.691915836101883,0.683425618309339,0.00849021779254344
235,"Youden",-1.4742268041,0.6112542955,1,FALSE,0.729592715639227,0.691891226774948,0.0377014888642795
235,"Distance",-1.4742268041,0.6112542955,1,FALSE,0.729592715639227,0.691891226774948,0.0377014888642795
236,"Youden",-0.69029209625,0.1323024055,2,FALSE,0.713842746400886,0.666961978589886,0.0468807678110004
236,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.667897133013412,0.692235757352036,-0.0243386243386243
237,"Youden",-0.07817869415,0.6112542955,2,FALSE,0.69656699889258,0.681038513596653,0.0155284852959271
237,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.66297526762643,0.692235757352036,-0.029260489725606
238,"Youden",-0.69029209625,2.5206185565,2,FALSE,0.74229112833764,0.672129937246216,0.0701611910914237
238,"Distance",-1.63101374575,2.5206185565,1,FALSE,0.707321274763135,0.66713424387843,0.0401870308847053
239,"Youden",-0.6967353952,1.3737113405,2,FALSE,0.78255198720315,0.68062015503876,0.10193183216439
239,"Distance",-1.57731958765,2.211340206,1,FALSE,0.746154792666421,0.667503383782454,0.078651408883967
240,"Youden",-0.6967353952,0.6112542955,2,FALSE,0.783610188261351,0.697231450719823,0.0863787375415282
240,"Distance",-1.57731958765,0.858247423,1,FALSE,0.76239694844346,0.684114679463517,0.0782822689799434
241,"Youden",-1.4742268041,2.5206185565,1,FALSE,0.7838562815307,0.666789713301341,0.117066568229359
241,"Distance",-1.4742268041,2.5206185565,1,FALSE,0.7838562815307,0.666789713301341,0.117066568229359
242,"Youden",-0.32946735395,2.058848797,1,FALSE,0.679931093884582,0.672154546573151,0.00777654731143096
242,"Distance",-1.63101374575,2.058848797,1,FALSE,0.675279931093885,0.67525532176695,2.46093269349323e-05
243,"Youden",-0.3316151203,0.6112542955,1,FALSE,0.712366186784791,0.696886920142734,0.0154792666420573
243,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.699618555432509,0.692235757352036,0.00738279808047249
244,"Youden",-0.69029209625,2.058848797,2,FALSE,0.713030638612034,0.680251015134736,0.0327796234772979
244,"Distance",-1.05970790375,2.058848797,1,FALSE,0.706312292358804,0.673532668881506,0.0327796234772979
245,"Youden",-0.2328178694,0.609106529,1,FALSE,0.641860465116279,0.681383044173742,-0.0395225790574628
245,"Distance",-1.4742268041,2.058848797,1,FALSE,0.620598006644518,0.674910791189861,-0.0543127845453427
246,"Youden",-1.63101374575,2.5206185565,1,FALSE,0.76906607604282,0.66713424387843,0.10193183216439
246,"Distance",-1.63101374575,2.5206185565,1,FALSE,0.76906607604282,0.66713424387843,0.10193183216439
247,"Youden",-1.01030927835,0.6112542955,1,FALSE,0.736384889873262,0.690513104466593,0.0458717854066691
247,"Distance",-1.4742268041,2.5206185565,1,FALSE,0.697133013412083,0.666789713301341,0.030343300110742
248,"Youden",-1.0060137457,2.056701031,1,FALSE,0.727476313522825,0.673532668881506,0.0539436446413191
248,"Distance",-1.6825601375,2.056701031,1,FALSE,0.722825150732127,0.67525532176695,0.0475698289651778
249,"Youden",-0.64518900345,1.3737113405,1,FALSE,0.721200935154424,0.68062015503876,0.0405807801156638
249,"Distance",-1.57731958765,2.058848797,1,FALSE,0.716525163036791,0.667503383782454,0.0490217792543374
250,"Youden",-0.69029209625,0.6112542955,2,FALSE,0.695459579180509,0.697231450719823,-0.00177187153931346
250,"Distance",-1.63101374575,0.806701031,1,FALSE,0.674590869939707,0.691866617448013,-0.0172757475083057
251,"Youden",-1.220790378,0.858247423,1,FALSE,0.720807185923465,0.683081087732251,0.0377260981912144
251,"Distance",-1.4656357388,0.858247423,1,FALSE,0.713744309093146,0.683770148886428,0.0299741602067183
252,"Youden",-1.63101374575,2.6323024055,1,FALSE,0.696050203026947,0.65901316598991,0.037037037037037
252,"Distance",-1.63101374575,2.6323024055,1,FALSE,0.696050203026947,0.65901316598991,0.037037037037037
253,"Youden",-1.56872852235,3.0382302405,1,FALSE,0.720019687461548,0.627267134243878,0.0927525532176694
253,"Distance",-1.56872852235,3.0382302405,1,FALSE,0.720019687461548,0.627267134243878,0.0927525532176694
254,"Youden",-0.3316151203,0.609106529,1,FALSE,0.736015749969238,0.696886920142734,0.0391288298265042
254,"Distance",-1.01030927835,2.6323024055,1,FALSE,0.713695090439276,0.657290513104467,0.0564045773348099
255,"Youden",-1.6825601375,0.606958763,1,FALSE,0.716574381690661,0.692235757352036,0.0243386243386243
255,"Distance",-1.6825601375,0.606958763,1,FALSE,0.716574381690661,0.692235757352036,0.0243386243386243
256,"Youden",-0.6387457045,0.6112542955,1,FALSE,0.721594684385382,0.697231450719823,0.0243632336655591
256,"Distance",-1.6825601375,2.681701031,1,FALSE,0.644592100406054,0.65901316598991,-0.0144210655838564
257,"Youden",-1.63101374575,0.6112542955,1,FALSE,0.73702473237357,0.692235757352036,0.0447889750215331
257,"Distance",-1.63101374575,0.858247423,1,FALSE,0.736655592469546,0.691866617448013,0.0447889750215331
258,"Youden",-0.3316151203,-0.1812714777,1,FALSE,0.658890119355236,0.651482711947828,0.00740740740740731
258,"Distance",-1.63101374575,1.47895189,1,FALSE,0.597711332595053,0.675624461670973,-0.0779131290759197
259,"Youden",-1.3711340206,0.759450172,1,FALSE,0.768081702965424,0.675673680324843,0.0924080226405808
259,"Distance",-1.4656357388,0.759450172,1,FALSE,0.761018826135105,0.676018210901932,0.0850006152331734
260,"Youden",-0.3316151203,0.759450172,1,FALSE,0.705327919281408,0.688765842254214,0.0165620770271934
260,"Distance",-1.4742268041,0.759450172,1,FALSE,0.699987695336532,0.683770148886428,0.0162175464501045
261,"Youden",-0.2328178694,0.858247423,1,FALSE,0.688052171773102,0.681013904269718,0.00703826750338377
261,"Distance",-1.63101374575,1.47895189,1,FALSE,0.660095976375046,0.675624461670973,-0.0155284852959271
262,"Youden",-1.01030927835,0.858247423,1,FALSE,0.713424387842992,0.690143964562569,0.0232804232804232
262,"Distance",-1.4656357388,1.47895189,1,FALSE,0.706336901685739,0.667527993109388,0.0388089085763503
263,"Youden",-1.63101374575,1.219072165,1,FALSE,0.675624461670973,0.683745539559493,-0.00812107788851979
263,"Distance",-1.63101374575,1.219072165,1,FALSE,0.675624461670973,0.683745539559493,-0.00812107788851979
264,"Youden",-1.57731958765,0.6112542955,1,FALSE,0.745810262089332,0.68448381936754,0.0613264427217916
264,"Distance",-1.57731958765,0.6112542955,1,FALSE,0.745810262089332,0.68448381936754,0.0613264427217916
265,"Youden",-0.69029209625,0.6112542955,2,FALSE,0.697256060046758,0.697231450719823,2.46093269348213e-05
265,"Distance",-1.42268041235,2.058848797,1,FALSE,0.666838931955211,0.659406915220869,0.00743201673434235
266,"Youden",-1.63101374575,0.858247423,1,FALSE,0.745121200935154,0.691866617448013,0.0532545834871416
266,"Distance",-1.63101374575,0.858247423,1,FALSE,0.745121200935154,0.691866617448013,0.0532545834871416
267,"Youden",-0.69029209625,1.219072165,2,FALSE,0.758582502768549,0.68874123292728,0.0698412698412698
267,"Distance",-1.220790378,2.7246563575,1,FALSE,0.736286452565522,0.650227636274148,0.0860588162913745
268,"Youden",-1.4742268041,1.219072165,1,FALSE,0.682687338501292,0.683401008982404,-0.000713670481112261
268,"Distance",-1.4742268041,1.219072165,1,FALSE,0.682687338501292,0.683401008982404,-0.000713670481112261
269,"Youden",-0.69029209625,0.858247423,2,FALSE,0.783216439030393,0.696862310815799,0.0863541282145933
269,"Distance",-1.0060137457,0.858247423,1,FALSE,0.768746154792666,0.690143964562569,0.0786021902300972
270,"Youden",-0.6967353952,0.609106529,2,FALSE,0.667257290513104,0.697231450719823,-0.0299741602067184
270,"Distance",-1.05970790375,0.609106529,1,FALSE,0.660538944259874,0.690513104466593,-0.0299741602067184
271,"Youden",-0.69029209625,1.3737113405,2,FALSE,0.789565645379599,0.68062015503876,0.108945490340839
271,"Distance",-1.220790378,1.3737113405,1,FALSE,0.767687953734465,0.666838931955211,0.100849021779254
272,"Youden",-1.05970790375,1.3737113405,1,FALSE,0.775095361141873,0.67390180878553,0.101193552356343
272,"Distance",-1.63101374575,1.3737113405,1,FALSE,0.753906730650917,0.675624461670973,0.0782822689799435
273,"Youden",-1.4742268041,1.47895189,1,FALSE,0.697502153316107,0.675279931093885,0.0222222222222221
273,"Distance",-1.63101374575,1.47895189,1,FALSE,0.690439276485788,0.675624461670973,0.0148148148148148
274,"Youden",-0.69029209625,1.47895189,2,FALSE,0.789934785283622,0.68062015503876,0.109314630244863
274,"Distance",-2.36125429555,1.47895189,1,FALSE,0.770813338255199,0.631869078380706,0.138944259874492
275,"Youden",-1.3711340206,0.6112542955,1,FALSE,0.670013535129814,0.683794758213363,-0.0137812230835487
275,"Distance",-1.3711340206,1.219072165,1,FALSE,0.661523317337271,0.67530454042082,-0.0137812230835487
276,"Youden",-1.6825601375,0.858247423,1,FALSE,0.755309462286206,0.691866617448013,0.0634428448381936
276,"Distance",-1.6825601375,0.858247423,1,FALSE,0.755309462286206,0.691866617448013,0.0634428448381936
277,"Youden",-1.6288659794,0.609106529,1,FALSE,0.722923588039867,0.692235757352036,0.0306878306878307
277,"Distance",-1.6288659794,0.806701031,1,FALSE,0.722554448135843,0.691866617448013,0.0306878306878307
278,"Youden",-1.63101374575,0.609106529,1,FALSE,0.763110618924572,0.692235757352036,0.070874861572536
278,"Distance",-1.63101374575,0.858247423,1,FALSE,0.754989541036053,0.691866617448013,0.0631229235880398
279,"Youden",-0.2328178694,0.858247423,1,FALSE,0.696911529469669,0.681013904269718,0.0158976251999507
279,"Distance",-1.63101374575,0.858247423,1,FALSE,0.69260489725606,0.691866617448013,0.000738279808047193
280,"Youden",-1.01030927835,0.6112542955,1,FALSE,0.720856404577335,0.690513104466593,0.0303433001107419
280,"Distance",-1.6825601375,0.858247423,1,FALSE,0.676018210901932,0.691866617448013,-0.015848406546081
281,"Youden",-1.63101374575,1.219072165,1,FALSE,0.706681432262828,0.683745539559493,0.0229358927033346
281,"Distance",-1.63101374575,1.219072165,1,FALSE,0.706681432262828,0.683745539559493,0.0229358927033346
282,"Youden",-1.63101374575,0.6112542955,1,FALSE,0.684163898117387,0.692235757352036,-0.00807185923464993
282,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.684163898117387,0.692235757352036,-0.00807185923464993
283,"Youden",-1.63101374575,0.6112542955,1,FALSE,0.742611049587794,0.692235757352036,0.0503752922357573
283,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.742611049587794,0.692235757352036,0.0503752922357573
284,"Youden",-1.4742268041,0.6112542955,1,FALSE,0.692580287929125,0.691891226774948,0.000689061154177328
284,"Distance",-1.4742268041,0.806701031,1,FALSE,0.692211148025102,0.691522086870924,0.000689061154177439
285,"Youden",-0.0738831615,0.1323024055,1,FALSE,0.659948320413437,0.650769041466716,0.00917927894672077
285,"Distance",-1.63101374575,2.5206185565,1,FALSE,0.623403469915098,0.66713424387843,-0.043730773963332
286,"Youden",-1.63101374575,0.6112542955,1,FALSE,0.729961855543251,0.692235757352036,0.0377260981912144
286,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.729961855543251,0.692235757352036,0.0377260981912144
287,"Youden",-1.57731958765,0.806701031,1,FALSE,0.723637258520979,0.684114679463517,0.0395225790574628
287,"Distance",-1.57731958765,2.681701031,1,FALSE,0.713301341208318,0.651261228005414,0.0620401132029038
288,"Youden",-0.69029209625,0.6112542955,2,FALSE,0.666199089454903,0.697231450719823,-0.0310323612649195
288,"Distance",-2.8251718213,0.6112542955,1,FALSE,0.655863172142242,0.634010089824043,0.0218530823181986
289,"Youden",-0.69029209625,0.806701031,2,FALSE,0.681013904269718,0.696862310815799,-0.015848406546081
289,"Distance",-1.27448453605,1.47895189,1,FALSE,0.652024117140396,0.659431524547804,-0.00740740740740742
290,"Youden",-1.63101374575,0.609106529,1,FALSE,0.661867847914359,0.692235757352036,-0.030367909437677
290,"Distance",-1.63101374575,0.609106529,1,FALSE,0.661867847914359,0.692235757352036,-0.030367909437677
291,"Youden",-0.0738831615,0.858247423,1,FALSE,0.696886920142734,0.680669373692629,0.0162175464501046
291,"Distance",-1.4656357388,0.858247423,1,FALSE,0.654509659160822,0.683770148886428,-0.029260489725606
292,"Youden",-0.32946735395,0.6112542955,1,FALSE,0.703556047742094,0.689134982158238,0.0144210655838563
292,"Distance",-1.6825601375,0.6112542955,1,FALSE,0.685123661867848,0.692235757352036,-0.00711209548418856
293,"Youden",-1.57731958765,1.7968213055,1,FALSE,0.767638735080596,0.651999507813461,0.115639227267134
293,"Distance",-1.57731958765,1.7968213055,1,FALSE,0.767638735080596,0.651999507813461,0.115639227267134
294,"Youden",-1.4742268041,2.058848797,1,FALSE,0.666445182724252,0.674910791189861,-0.00846560846560851
294,"Distance",-1.4742268041,2.058848797,1,FALSE,0.666445182724252,0.674910791189861,-0.00846560846560851
295,"Youden",-1.63101374575,0.858247423,1,FALSE,0.790230097206841,0.691866617448013,0.0983634797588285
295,"Distance",-1.63101374575,0.858247423,1,FALSE,0.790230097206841,0.691866617448013,0.0983634797588285
296,"Youden",-1.57731958765,0.606958763,1,FALSE,0.792371108650178,0.68448381936754,0.107887289282638
296,"Distance",-1.57731958765,0.606958763,1,FALSE,0.792371108650178,0.68448381936754,0.107887289282638
297,"Youden",-0.07817869415,1.219072165,2,FALSE,0.710963455149502,0.67254829580411,0.0384151593453919
297,"Distance",-1.63101374575,1.47895189,1,FALSE,0.683031869078381,0.675624461670973,0.00740740740740742
298,"Youden",-2.3097079038,0.858247423,1,FALSE,0.723932570444198,0.648111234157746,0.0758213362864526
298,"Distance",-2.3097079038,0.858247423,1,FALSE,0.723932570444198,0.648111234157746,0.0758213362864526
299,"Youden",-1.63101374575,0.858247423,1,FALSE,0.746154792666421,0.691866617448013,0.0542881752184078
299,"Distance",-1.63101374575,0.858247423,1,FALSE,0.746154792666421,0.691866617448013,0.0542881752184078
300,"Youden",-0.3316151203,2.058848797,1,FALSE,0.78110003691399,0.679906484557647,0.101193552356343
300,"Distance",-1.56872852235,2.058848797,1,FALSE,0.768696936138797,0.667503383782454,0.101193552356343
301,"Youden",-1.68685567015,0.609106529,1,FALSE,0.724646240925311,0.677420942537222,0.0472252983880891
301,"Distance",-1.68685567015,0.609106529,1,FALSE,0.724646240925311,0.677420942537222,0.0472252983880891
302,"Youden",-0.1254295533,2.058848797,1,FALSE,0.759271563922727,0.656650670604159,0.102620893318568
302,"Distance",-1.05970790375,2.681701031,1,FALSE,0.721840777654731,0.657290513104467,0.0645502645502645
303,"Youden",-0.3316151203,2.5206185565,1,FALSE,0.664033468684631,0.671785406669128,-0.00775193798449614
303,"Distance",-1.57731958765,2.5206185565,1,FALSE,0.636471022517534,0.659382305893934,-0.0229112833763997
304,"Youden",-1.4742268041,1.3737113405,1,FALSE,0.731364587178541,0.675279931093885,0.0560846560846561
304,"Distance",-1.4742268041,2.056701031,1,FALSE,0.715122431401501,0.674910791189861,0.0402116402116401
305,"Youden",-1.4742268041,0.6112542955,1,FALSE,0.76099421680817,0.691891226774948,0.0691029900332225
305,"Distance",-1.4742268041,0.858247423,1,FALSE,0.752503999015627,0.691522086870924,0.0609819121447028
306,"Youden",-0.64518900345,0.806701031,1,FALSE,0.774800049218654,0.696862310815799,0.0779377384028547
306,"Distance",-1.63101374575,0.806701031,1,FALSE,0.769459825273779,0.691866617448013,0.077593207825766
307,"Youden",-0.64518900345,1.219072165,1,FALSE,0.806546080964686,0.68874123292728,0.117804848037406
307,"Distance",-1.63101374575,2.681701031,1,FALSE,0.753537590746893,0.65901316598991,0.0945244247569829
308,"Youden",-0.69029209625,1.219072165,2,FALSE,0.751175095361142,0.68874123292728,0.0624338624338623
308,"Distance",-1.4742268041,1.47895189,1,FALSE,0.737689184200812,0.675279931093885,0.0624092531069275
309,"Youden",-0.3316151203,2.5206185565,1,FALSE,0.774406299987695,0.671785406669128,0.102620893318568
309,"Distance",-1.57731958765,2.5206185565,1,FALSE,0.746154792666421,0.659382305893934,0.0867724867724868
310,"Youden",-1.4742268041,0.858247423,1,FALSE,0.736630983142611,0.691522086870924,0.045108896271687
310,"Distance",-1.63101374575,0.858247423,1,FALSE,0.729912636889381,0.691866617448013,0.0380460194413683
311,"Youden",-1.01030927835,3.0382302405,1,FALSE,0.687953734465362,0.633296419342931,0.0546573151224314
311,"Distance",-1.01030927835,3.0382302405,1,FALSE,0.687953734465362,0.633296419342931,0.0546573151224314
312,"Youden",-1.01030927835,0.6112542955,1,FALSE,0.720511874000246,0.690513104466593,0.0299987695336532
312,"Distance",-1.63101374575,2.681701031,1,FALSE,0.69676387350806,0.65901316598991,0.0377507075181494
313,"Youden",-1.01030927835,2.058848797,1,FALSE,0.736286452565522,0.673532668881506,0.0627537836840163
313,"Distance",-1.4742268041,2.058848797,1,FALSE,0.729912636889381,0.674910791189861,0.0550018456995202
314,"Youden",-1.63101374575,2.5206185565,1,FALSE,0.72213608957795,0.66713424387843,0.0550018456995202
314,"Distance",-1.63101374575,2.5206185565,1,FALSE,0.72213608957795,0.66713424387843,0.0550018456995202
315,"Youden",-0.32946735395,0.858247423,1,FALSE,0.774800049218654,0.688765842254214,0.0860342069644395
315,"Distance",-2.3097079038,0.858247423,1,FALSE,0.755334071613141,0.648111234157746,0.107222837455396
316,"Youden",-0.3316151203,0.130154639,1,FALSE,0.706459948320413,0.666617448012797,0.0398425003076166
316,"Distance",-1.4742268041,0.858247423,1,FALSE,0.685861941675895,0.691522086870924,-0.00566014519502889
317,"Youden",-1.4742268041,0.6112542955,1,FALSE,0.70599237110865,0.691891226774948,0.0141011443337025
317,"Distance",-1.63101374575,0.858247423,1,FALSE,0.698560354374308,0.691866617448013,0.00669373692629505
318,"Youden",-0.3316151203,0.6112542955,1,FALSE,0.734957548911037,0.696886920142734,0.0380706287683031
318,"Distance",-1.4742268041,0.858247423,1,FALSE,0.714777900824412,0.691522086870924,0.0232558139534883
319,"Youden",-1.63101374575,0.858247423,1,FALSE,0.760625076904147,0.691866617448013,0.0687584594561339
319,"Distance",-1.63101374575,0.858247423,1,FALSE,0.760625076904147,0.691866617448013,0.0687584594561339
320,"Youden",-1.4742268041,0.858247423,1,FALSE,0.760969607481235,0.691522086870924,0.0694475206103113
320,"Distance",-1.4742268041,0.858247423,1,FALSE,0.760969607481235,0.691522086870924,0.0694475206103113
321,"Youden",-1.220790378,-0.0824742268,1,FALSE,0.722308354866494,0.645797957425864,0.07651039744063
321,"Distance",-1.63101374575,2.5206185565,1,FALSE,0.698904884951397,0.66713424387843,0.0317706410729667
322,"Youden",-0.3316151203,1.219072165,1,FALSE,0.742709486895533,0.688396702350191,0.0543127845453427
322,"Distance",-1.63101374575,1.219072165,1,FALSE,0.739436446413191,0.683745539559493,0.0556909068536976
323,"Youden",-1.220790378,0.806701031,1,FALSE,0.737713793527747,0.683081087732251,0.0546327057954965
323,"Distance",-1.220790378,0.806701031,1,FALSE,0.737713793527747,0.683081087732251,0.0546327057954965
324,"Youden",-1.4742268041,0.858247423,1,FALSE,0.82406792174234,0.691522086870924,0.132545834871416
324,"Distance",-1.4742268041,0.858247423,1,FALSE,0.82406792174234,0.691522086870924,0.132545834871416
325,"Youden",-1.63101374575,2.5206185565,1,FALSE,0.688667404946475,0.66713424387843,0.0215331610680448
325,"Distance",-1.63101374575,2.5206185565,1,FALSE,0.688667404946475,0.66713424387843,0.0215331610680448
326,"Youden",-1.63101374575,0.858247423,1,FALSE,0.792395717977113,0.691866617448013,0.1005291005291
326,"Distance",-1.63101374575,2.056701031,1,FALSE,0.759911406423034,0.67525532176695,0.0846560846560847
327,"Youden",-1.63101374575,0.858247423,1,FALSE,0.731020056601452,0.691866617448013,0.0391534391534392
327,"Distance",-1.63101374575,1.3737113405,1,FALSE,0.722898978712932,0.675624461670973,0.047274517041959
328,"Youden",-1.4656357388,0.606958763,1,FALSE,0.755334071613141,0.684139288790452,0.0711947828226898
328,"Distance",-1.4656357388,0.858247423,1,FALSE,0.739091915836102,0.683770148886428,0.0553217669496739
329,"Youden",-0.6387457045,0.1323024055,1,FALSE,0.691645133505599,0.666961978589886,0.024683154915713
329,"Distance",-1.63101374575,2.7246563575,1,FALSE,0.659726836471022,0.65901316598991,0.000713670481112261
330,"Youden",-1.01030927835,1.219072165,1,FALSE,0.773668020179648,0.682022886674049,0.0916451335055987
330,"Distance",-1.63101374575,1.219072165,1,FALSE,0.745071982281285,0.683745539559493,0.0613264427217916
331,"Youden",-0.69029209625,0.858247423,2,FALSE,0.75964070382675,0.696862310815799,0.0627783930109511
331,"Distance",-1.63101374575,0.858247423,1,FALSE,0.747237603051557,0.691866617448013,0.0553709856035437
332,"Youden",-1.63101374575,0.806701031,1,FALSE,0.708453303802141,0.691866617448013,0.0165866863541282
332,"Distance",-1.63101374575,0.806701031,1,FALSE,0.708453303802141,0.691866617448013,0.0165866863541282
333,"Youden",-0.3316151203,0.858247423,1,FALSE,0.703925187646118,0.69651778023871,0.00740740740740742
333,"Distance",-1.63101374575,0.858247423,1,FALSE,0.668955334071613,0.691866617448013,-0.0229112833763997
334,"Youden",-0.6387457045,0.858247423,1,FALSE,0.727894672080719,0.696862310815799,0.0310323612649195
334,"Distance",-1.63101374575,0.858247423,1,FALSE,0.723243509290021,0.691866617448013,0.0313768918420081
335,"Youden",-1.63101374575,0.6112542955,1,FALSE,0.683745539559493,0.692235757352036,-0.00849021779254344
335,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.683745539559493,0.692235757352036,-0.00849021779254344
336,"Youden",-1.57731958765,0.6112542955,1,FALSE,0.745145810262089,0.68448381936754,0.060661990894549
336,"Distance",-1.57731958765,1.219072165,1,FALSE,0.72078257659653,0.675993601574997,0.0447889750215332
337,"Youden",-1.220790378,2.6323024055,1,FALSE,0.672056109265412,0.650227636274148,0.0218284729912637
337,"Distance",-1.220790378,0.606958763,1,FALSE,0.66578073089701,0.683450227636274,-0.0176694967392642
338,"Youden",-1.4656357388,0.1323024055,1,FALSE,0.731044665928387,0.653869816660514,0.0771748492678725
338,"Distance",-1.4656357388,1.0622852235,1,FALSE,0.705574012550757,0.667897133013412,0.0376768795373447
339,"Youden",-1.05970790375,1.219072165,1,FALSE,0.727845453426849,0.682022886674049,0.0458225667527994
339,"Distance",-1.63101374575,1.219072165,1,FALSE,0.707001353512981,0.683745539559493,0.0232558139534884
340,"Youden",-0.6967353952,2.5206185565,2,FALSE,0.671391657438169,0.672129937246216,-0.000738279808047193
340,"Distance",-1.63101374575,2.5206185565,1,FALSE,0.666051433493294,0.66713424387843,-0.00108281038513591
341,"Youden",-0.3316151203,0.609106529,1,FALSE,0.689824043312415,0.696886920142734,-0.0070628768303187
341,"Distance",-1.63101374575,2.058848797,1,FALSE,0.660809646856159,0.67525532176695,-0.0144456749107912
342,"Youden",-0.69029209625,0.806701031,2,FALSE,0.736015749969238,0.696862310815799,0.0391534391534392
342,"Distance",-1.3711340206,3.0382302405,1,FALSE,0.721447028423773,0.626578073089701,0.0948689553340716
343,"Youden",-0.69029209625,0.6112542955,2,FALSE,0.729691152946967,0.697231450719823,0.032459702227144
343,"Distance",-1.6825601375,2.5206185565,1,FALSE,0.707001353512981,0.66713424387843,0.0398671096345515
344,"Youden",-0.32946735395,0.858247423,1,FALSE,0.720167343423157,0.688765842254214,0.031401501168943
344,"Distance",-2.3097079038,0.858247423,1,FALSE,0.693638488987326,0.648111234157746,0.0455272548295804
345,"Youden",-1.05970790375,0.6112542955,1,FALSE,0.715196259382306,0.690513104466593,0.024683154915713
345,"Distance",-1.63101374575,0.6112542955,1,FALSE,0.701070505721669,0.692235757352036,0.00883474836963205
346,"Youden",-1.6825601375,0.6112542955,1,FALSE,0.74620401132029,0.692235757352036,0.0539682539682539
346,"Distance",-1.6825601375,2.681701031,1,FALSE,0.736606373815676,0.65901316598991,0.0775932078257658
347,"Youden",-0.6387457045,0.1323024055,1,FALSE,0.682121323981789,0.666961978589886,0.0151593453919036
347,"Distance",-1.6825601375,0.609106529,1,FALSE,0.654115909929863,0.692235757352036,-0.038119847422173
348,"Youden",-0.6387457045,0.1323024055,1,FALSE,0.706115417743325,0.666961978589886,0.0391534391534392
348,"Distance",-1.4742268041,1.47895189,1,FALSE,0.681604528116156,0.675279931093885,0.00632459702227139
349,"Youden",-1.4742268041,0.6112542955,1,FALSE,0.745884090070137,0.691891226774948,0.0539928632951888
