"c1","c2","tcf1","tcf2","tcf3","J3","distance","min_tcf","empty_middle"
-1.63101374575,0.858247423,0.755555555555556,0.558139534883721,0.761904761904762,0.537799926172019,0.558285858191084,0.558139534883721,FALSE
